-1695.644653, 1301.369019, 3.286180
-1694.540649, 1302.127563, 4.761499
-1693.025391, 1303.160400, 4.933389
-1691.368652, 1304.269897, 4.925241
-1689.700195, 1305.361572, 5.068117
-1688.011719, 1306.432129, 5.106603
-1686.308350, 1307.480103, 5.131764
-1684.601196, 1308.521729, 5.141320
-1682.900879, 1309.574707, 5.171290
-1681.210205, 1310.642456, 5.206845
-1679.519775, 1311.711182, 5.196209
-1677.820312, 1312.765381, 5.374026
-1676.106689, 1313.795898, 5.227117
-1674.380005, 1314.804199, 5.178047
-1672.647461, 1315.801270, 5.132296
-1670.913818, 1316.798096, 5.244814
-1669.183960, 1317.801270, 5.139684
-1667.460449, 1318.815430, 5.106440
-1665.743896, 1319.841187, 5.130679
-1664.033325, 1320.876709, 5.177031
-1662.327881, 1321.920166, 5.235618
-1660.629028, 1322.969116, 5.388773
-1658.932983, 1324.024902, 5.428016
-1657.238647, 1325.087402, 5.404741
-1655.547974, 1326.155396, 5.392996
-1653.860962, 1327.229736, 5.389105
-1652.178467, 1328.311035, 5.584167
-1650.501221, 1329.400391, 5.412451
-1648.829956, 1330.498657, 5.435820
-1647.165894, 1331.607422, 5.472317
-1645.509521, 1332.728027, 5.486872
-1643.863037, 1333.861450, 5.565672
-1642.227417, 1335.008545, 5.326023
-1640.605957, 1336.171997, 5.181694
-1638.995117, 1337.353149, 5.111448
-1637.384277, 1338.538574, 5.115837
-1635.748535, 1339.689087, 5.116732
-1634.033813, 1340.714966, 5.190375
-1632.273315, 1341.646851, 5.385890
-1630.519287, 1342.590332, 5.539767
-1628.758057, 1343.535400, 5.593598
-1626.973755, 1344.433105, 5.703904
-1625.171143, 1345.241211, 6.039406
-1623.313599, 1345.930298, 6.240767
-1621.391724, 1346.479492, 6.224995
-1619.455200, 1346.969604, 6.124062
-1617.564697, 1347.591187, 5.928427
-1615.836182, 1348.530640, 5.564298
-1614.411865, 1349.888184, 5.298042
-1613.462158, 1351.632935, 5.181846
-1613.123291, 1353.594849, 5.192136
-1613.380981, 1355.572266, 5.216053
-1613.928345, 1357.495728, 5.235078
-1614.452393, 1359.425537, 5.266165
-1614.897461, 1361.373413, 5.353525
-1615.289673, 1363.332764, 5.430585
-1615.634155, 1365.299438, 5.545488
-1615.810547, 1367.288086, 5.576867
-1615.559814, 1369.260376, 5.426205
-1614.804077, 1371.102051, 5.333884
-1613.698486, 1372.762695, 5.459268
-1612.397583, 1374.274414, 5.571500
-1610.984619, 1375.685791, 5.695958
-1609.508911, 1377.033936, 5.749694
-1607.995972, 1378.339966, 5.633751
-1606.458008, 1379.613647, 5.539898
-1604.898071, 1380.864380, 5.642127
-1603.321899, 1382.089966, 5.745002
-1601.718018, 1383.282227, 5.625559
-1600.075928, 1384.422241, 5.637562
-1598.392334, 1385.497925, 5.723166
-1596.670898, 1386.514771, 5.755537
-1594.927368, 1387.494507, 5.748765
-1593.177856, 1388.463745, 5.739300
-1591.433594, 1389.442261, 5.734823
-1589.707275, 1390.450317, 5.671371
-1588.008057, 1391.500854, 5.583956
-1586.328979, 1392.586548, 5.573315
-1584.659180, 1393.687134, 5.598004
-1582.988770, 1394.786987, 5.613602
-1581.311279, 1395.875732, 5.629157
-1579.624146, 1396.948486, 5.732839
-1577.927856, 1398.007324, 5.716234
-1576.224121, 1399.054810, 5.765049
-1574.514160, 1400.091187, 5.667480
-1572.798340, 1401.116943, 5.606391
-1571.075439, 1402.131836, 5.704616
-1569.345337, 1403.133911, 5.666271
-1567.605835, 1404.120850, 5.660769
-1565.856567, 1405.087524, 5.583818
-1564.093872, 1406.030151, 5.563595
-1562.314819, 1406.942383, 5.585643
-1560.516357, 1407.816040, 5.612455
-1558.694824, 1408.641846, 5.598240
-1556.844849, 1409.400879, 5.577083
-1554.957397, 1410.058350, 5.631198
-1553.027222, 1410.571533, 5.719766
-1551.056152, 1410.904175, 5.694137
-1549.065308, 1411.089966, 5.687953
-1547.071655, 1411.226318, 5.781810
-1545.084717, 1411.414673, 5.902000
-1543.113647, 1411.743896, 5.926512
-1541.178711, 1412.246338, 5.890636
-1539.287964, 1412.896973, 5.884117
-1537.438110, 1413.655640, 5.931279
-1535.620117, 1414.487915, 5.953308
-1533.824219, 1415.367554, 5.917399
-1532.045288, 1416.277222, 5.880337
-1530.276733, 1417.208984, 5.783442
-1528.515747, 1418.157104, 5.776326
-1526.761353, 1419.117188, 5.767466
-1525.011963, 1420.086060, 5.813240
-1523.266235, 1421.061157, 5.899430
-1521.523560, 1422.042358, 5.902550
-1519.784424, 1423.029663, 5.870757
-1518.048462, 1424.022949, 5.886862
-1516.315796, 1425.021729, 5.902539
-1514.585938, 1426.025269, 5.924223
-1512.858398, 1427.033081, 5.890370
-1511.133057, 1428.044556, 5.928220
-1509.410278, 1429.060181, 5.919282
-1507.690552, 1430.080566, 5.823350
-1505.974487, 1431.106812, 5.774120
-1504.262451, 1432.140259, 5.779107
-1502.556152, 1433.182007, 5.839593
-1500.856323, 1434.234985, 5.873627
-1499.165283, 1435.302612, 6.054582
-1497.485474, 1436.386719, 5.947834
-1495.817261, 1437.484131, 6.068748
-1494.153320, 1438.591675, 6.106647
-1492.488525, 1439.699951, 6.111417
-1490.812988, 1440.791504, 6.334621
-1489.114014, 1441.845215, 6.195021
-1487.388428, 1442.853516, 6.106237
-1485.648804, 1443.821045, 5.943254
-1483.894287, 1444.775513, 6.054719
-1482.143066, 1445.735107, 6.033669
-1480.396484, 1446.708862, 6.045963
-1478.660767, 1447.697998, 5.966409
-1476.929199, 1448.691040, 5.899613
-1475.171997, 1449.641724, 5.746661
-1473.312256, 1450.363892, 5.680442
-1471.335815, 1450.612183, 5.743017
-1469.354858, 1450.394775, 5.864189
-1467.405884, 1449.948853, 5.867220
-1465.463745, 1449.472656, 5.846657
-1463.513306, 1449.033936, 5.903543
-1461.552856, 1448.642456, 5.936352
-1459.581787, 1448.304565, 5.915033
-1457.601196, 1448.027344, 5.922156
-1455.612793, 1447.821289, 5.982431
-1453.617920, 1447.691284, 6.020942
-1451.619507, 1447.610107, 6.022416
-1449.621460, 1447.530396, 6.051639
-1447.625610, 1447.406494, 6.054992
-1445.638550, 1447.190186, 5.916882
-1443.693237, 1446.837524, 6.035237
-1441.799683, 1446.343750, 5.971112
-1439.909424, 1445.717773, 6.561693
-1438.050293, 1444.982544, 6.874514
-1436.248901, 1444.163818, 5.332655
-1434.605957, 1443.313965, 5.788642
-1432.957764, 1442.307739, 6.510253
-1431.311768, 1441.187622, 6.447968
-1429.606323, 1440.146118, 6.409855
-1427.789917, 1439.344727, 6.179558
-1425.885254, 1438.813354, 5.893794
-1423.925659, 1438.441284, 5.796798
-1421.951660, 1438.120728, 5.782101
-1419.977173, 1437.802124, 5.786259
-1418.005493, 1437.467407, 5.809274
-1416.036499, 1437.118530, 5.839757
-1414.070923, 1436.758911, 5.926373
-1412.105957, 1436.389771, 5.960265
-1410.143921, 1436.013184, 6.052737
-1408.186035, 1435.630127, 6.184845
-1406.225464, 1435.239624, 6.140694
-1404.267334, 1434.842407, 6.071349
-1402.308960, 1434.437134, 6.082977
-1400.353882, 1434.023438, 6.169700
-1398.400391, 1433.600586, 6.220232
-1396.448120, 1433.167969, 6.199783
-1394.498413, 1432.725098, 6.239367
-1392.551636, 1432.272095, 6.302698
-1390.606445, 1431.807983, 6.307594
-1388.664429, 1431.333984, 6.250302
-1386.723755, 1430.851685, 6.238429
-1384.784302, 1430.364136, 6.217955
-1382.845581, 1429.873779, 6.199646
-1380.906860, 1429.383057, 6.225414
-1378.969727, 1428.894653, 6.324842
-1377.032715, 1428.411133, 6.434143
-1375.090820, 1427.934692, 6.444640
-1373.146973, 1427.470093, 6.365865
-1371.198242, 1427.022217, 6.374174
-1369.248779, 1426.595337, 6.510009
-1367.294434, 1426.187500, 6.604226
-1365.334595, 1425.796143, 6.527969
-1363.375122, 1425.417847, 6.410511
-1361.411011, 1425.044067, 6.390490
-1359.448242, 1424.664551, 6.447338
-1357.489746, 1424.264282, 6.510047
-1355.537109, 1423.836670, 6.574720
-1353.589355, 1423.384766, 6.599917
-1351.645508, 1422.915283, 6.561813
-1349.705200, 1422.436401, 6.482954
-1347.764893, 1421.954346, 6.437859
-1345.823853, 1421.472290, 6.434648
-1343.883301, 1420.991455, 6.490014
-1341.942505, 1420.511719, 6.529183
-1340.000732, 1420.032959, 6.513881
-1338.058960, 1419.555786, 6.472194
-1336.117676, 1419.080078, 6.401466
-1334.175415, 1418.605957, 6.350541
-1332.232178, 1418.133423, 6.344497
-1330.289185, 1417.663086, 6.401707
-1328.345581, 1417.195190, 6.453447
-1326.401489, 1416.730835, 6.523672
-1324.456299, 1416.270142, 6.587473
-1322.516968, 1415.815430, 6.772074
-1320.581421, 1415.366821, 6.962446
-1318.637817, 1414.922485, 6.850111
-1316.695801, 1414.484863, 6.683746
-1314.743286, 1414.052612, 6.657588
-1312.789185, 1413.627197, 6.676433
-1310.834229, 1413.206665, 6.703963
-1308.878540, 1412.787964, 6.715481
-1306.923340, 1412.367920, 6.693813
-1304.969849, 1411.943970, 6.630702
-1303.019165, 1411.512451, 6.714537
-1301.073486, 1411.070557, 6.829825
-1299.129517, 1410.613647, 6.714400
-1297.191406, 1410.138428, 6.619713
-1295.254272, 1409.640869, 6.613389
-1293.323242, 1409.123169, 6.561094
-1291.396851, 1408.587158, 6.564264
-1289.474854, 1408.034912, 6.585701
-1287.556885, 1407.468384, 6.613458
-1285.642700, 1406.889648, 6.626281
-1283.731689, 1406.300903, 6.590016
-1281.822632, 1405.705688, 6.609074
-1279.914062, 1405.109253, 6.606335
-1278.003052, 1404.519287, 6.610859
-1276.087036, 1403.946289, 6.603711
-1274.163940, 1403.397461, 6.587278
-1272.234009, 1402.873535, 6.613214
-1270.298950, 1402.370117, 6.580709
-1268.360718, 1401.880981, 6.529502
-1266.419434, 1401.401123, 6.558928
-1264.477783, 1400.928223, 6.637138
